name,gender,slug,url,origin,meaning,about,short_forms,international_forms,first_letter,letters_count,popularity_place,popularity_bucket,tags
Асланбек,m,aslanbek,https://n-e-n.ru/imena/imya/aslanbek/,чеченское,"лев, руководитель, господин","Имя Асланбек распространено у народов Кавказа, в том числе у чеченцев. «Аслан» в тюркских языках означает «лев», а «бек» в переводе с древнетюркского — «руководитель», «глава».",Асля; Асбек; Бека; Слан; Асбека; Асляша; Аслечка; Аслян,,А,8,305,medium,
Миляуша,f,milyausha,https://n-e-n.ru/imena/imya/milyausha/,татарское,«фиалка» — татарское имя,"Миляуша — татарское и башкирское имя, в переводе означает «фиалка». Восходит к персидскому названию этого цветка.",Мил; Милёк; Милан; Миля; Милюш; Милечка; Милуся; Милушенька,,М,7,305,medium,
Айсылу,f,aisylu,https://n-e-n.ru/imena/imya/aisylu/,тюркское,лунная красавица,"Имя Айсылу имеет тюркское происхождение и распространено у татар и башкир. Оно состоит из корней «ай» — «луна» — и «сылу» — «красавица»: имя переводят как «лунная красавица» или «красивая, как луна».",Айс; Илюша; Сылу; Люся; Айля; Айся; Айсяша; Айсянька,,А,6,306,medium,
Мунир,m,munir,https://n-e-n.ru/imena/imya/munir/,арабское,светлый,"Имя Мунир имеет арабское происхождение. В переводе оно означает «светлый», «освещающий».",Мун; Муна; Муня; Мур; Муря; Мунирочек; Мунирчик; Мунирёнок,,М,5,306,medium,короткое
Зелимхан,m,zelimkhan,https://n-e-n.ru/imena/imya/zelimkhan/,арабское,Селим + «хан» — «благополучный правитель»,"Зелимхан — мусульманское имя, распространённое на Кавказе. Оно состоит из двух частей: «Зелим» (вариант имени Селим — «здоровый, благополучный») и «хан» — титул правителя у тюрок и монголов, который со временем стал частью личных имён: Алихан, Самирхан, Назирхан.",Зелим; Хан; Лим; Зелимханушка; Зелимушка; Зелимка,,З,8,307,medium,
Марха,f,markha,https://n-e-n.ru/imena/imya/markha/,русское,"редкое имя, значение спорно","Марха — редкое имя; единого толкования его значения нет, версии разнятся от источника к источнику.",Мар; Марш; Марх; Марч; Мах; Мархушка; Мархуленочка; Мархулечка,,М,5,307,medium,короткое
Фаузия,f,fauziya,https://n-e-n.ru/imena/imya/fauziya/,арабское,победительница,"Имя Фаузия имеет арабское происхождение и означает ""победительница"" или ""преуспевающая"".",Фозя; Зия; Фия; Зи; Фя; Фаусечка; Фаусенька; Фаусиночка,,Ф,6,308,medium,
Фридрих,m,fridrikh,https://n-e-n.ru/imena/imya/fridrikh/,германское,«мирный правитель» — от fridu (мир) и rihhi (властитель),"Фридрих — имя германского происхождения. Оно состоит из корней «fridu» — «мир» — и «rihhi» — «правитель», поэтому его толкуют как «мирный правитель». Имя носили многие европейские монархи, в том числе прусский король Фридрих Великий.",Фриц; Фрица; Фрише; Фри; Фрех; Фритенька; Фритюшенька; Фридришечка,,Ф,7,308,medium,
Руслана,f,ruslana,https://n-e-n.ru/imena/imya/ruslana/,восточное,львица,"В переводе со своего исторического языка, Руслана переводится как «львица». Есть и иная версия происхождения имени. Согласно ей, оно является исконно славянским и происходит от слова «русая».",Руся; Руська; Лана; Ланка; Русланка; Руслаша; Русланя; Русланочка,,Р,7,309,medium,
Сабир,m,sabir,https://n-e-n.ru/imena/imya/sabir/,арабское,терпеливый,"Имя Сабир имеет арабское происхождение и переводится как «терпеливый». До перехода в разряд личных имён слово «сабир» (савир, сувар) было этнонимом — так называли ряд кочевых племён.",Саб; Саби; Сабирчик; Сабирушка,,С,5,309,medium,короткое
Ильсур,m,ilsur,https://n-e-n.ru/imena/imya/ilsur/,арабское,трубящий о судном дне,"У имени Ильсур несколько версий происхождения и толкования. По одной из них, это старинное имя с арабскими и тюркскими корнями: с арабского Ильсур переводят как «трубящий о судном дне».",Иля; Сурик; Ильсурушка; Ильсурчик,,И,6,310,medium,
Архип,m,arhip,https://n-e-n.ru/imena/imya/arhip/,древнегреческое,«начальник конницы» — от архе (власть) и «хиппос» (конь),"Оно произошло от древнегреческого имени Архиппос, которое состоит из двух слов. Слово «архи» переводится как «наивысший», «великий», «важнейший», а слово «иппо» означает «лошадь» или «колесница». Поэтому имя Архип переводят как «главный над лошадьми», «старший всадник», «управляющий колесницей» или «повелитель лошадей».",Архипка,Arkhip,А,5,311,medium,короткое
Насима,f,nasima,https://n-e-n.ru/imena/imya/nasima/,арабское,"очаровательный ветер, весенний бриз","Имя Насима имеет арабское происхождение — это женская форма имени Насим. Его связывают со значением «лёгкий ветер», «весенний бриз».",Нас; Насим; Наси; Нася; Насо; Насюша; Насюшечка; Насюшенька,,Н,6,311,medium,
Заурбек,m,zaurbek,https://n-e-n.ru/imena/imya/zaurbek/,восточное,Заур + «бек» — кавказское составное имя,Имя связано с традициями народов Кавказа. Его толкуют как «дух Заура»: к основе Заур добавлен распространённый на Кавказе элемент «бек».,Зура; Зубек; Рбек; Зрбк; Зк; Заурбечек; Заурбулечек; Заурбушечек,,З,7,312,medium,
Устинья,f,ustinya,https://n-e-n.ru/imena/imya/ustinya/,латинское,народная форма Юстины — «справедливая»,"Происхождение этого очаровательного женского имени следует искать в латинском языке. Изначально существовало мужское имя Иустин, которое образовалось от justin (справедливый). Впоследствии появилось и женское имя Иустиния.",Устя; Устюша,Justina,У,7,312,medium,
Мила,f,mila,https://n-e-n.ru/imena/imya/mila/,славянское,"«милая»; самостоятельное имя и краткая форма Людмилы, Милены","Самой популярной считается славянская версия происхождения имени Мила: благодаря корню «мил» его трактуют как «милая». Мила — и самостоятельное имя, и краткая форма Людмилы или Милены.",Милочка; Милуша,Mila,М,4,313,medium,короткое
Нурислам,m,nurislam,https://n-e-n.ru/imena/imya/nurislam/,тюркское,"свет, сияние","Само имя Нурислам имеет тюркское происхождение, и оно распространено среди представителей тюркских народов, проживающих в Центральной Азии, Казахстане, Узбекистане, Татарстане и других регионах. Оно состоит из двух слов: ""нур"" и ""ислам"". ""Нур"" переводится как ""свет"" или ""сияние"", а ""ислам"" — как ""подчинение Богу"".",Нури; Сла; Рис; Лам; Нур; Нурик; Нуриша; Нуричик,,Н,8,313,medium,
Муза,f,muza,https://n-e-n.ru/imena/imya/muza/,древнегреческое,"мыслящая, думающая","Имя Муза пришло из греческой мифологии: музами звали девять богинь — покровительниц искусств и наук. Переводится оно как «мыслящая», «думающая». От того же корня происходит и слово «музыка».",Муза; Музка; Музочка; Музя,,М,4,314,medium,короткое
Хабиб,m,khabib,https://n-e-n.ru/imena/imya/khabib/,арабское,"любимый, милый друг","Имя Хабиб имеет арабское происхождение. Его переводят как «любимый», а также «милый друг», «любимый друг», «любимец».",Хаб; Хаби; Хабибчик; Хабиби,,Х,5,314,medium,короткое
Наида,f,naida,https://n-e-n.ru/imena/imya/naida/,греческое,"наяда, нимфа, изящная дева, красавица","Имя Наида имеет несколько вариантов происхождения. Многие ученые полагают, что оно происходит от греческого слова «Ναΐδες» – наяда. С этой версией перекликается перевод имени Наида с аварского (Дагестан) – «нимфа», «изящная дева», «красавица».",Ида; Ада; Наидочка; Наидушка,,Н,5,315,medium,короткое
Хусейн,m,khusein,https://n-e-n.ru/imena/imya/khusein/,исламское,"красивый, восходящий","Хусейн — арабское имя, которое переводится как «красивый». В мусульманской культуре оно тесно связано с ранней историей ислама и почитается особо.",Хус; Хусь; Хусо; Хусик; Хусенчик; Хусенец; Хусенька; Хусечка,,Х,6,315,medium,
Сумая,f,sumaya,https://n-e-n.ru/imena/imya/sumaya/,исламское,"высокая, возвышенная","Сумая — вариант арабского имени Сумайя. Его толкуют как «высокая», «возвышенная».",Суся; Сума; Мая; Сум; Яя; Сумашечка; Сумайка; Сумашка,,С,5,316,medium,короткое
Урал,m,ural,https://n-e-n.ru/imena/imya/ural/,тюркское,от названия Уральских гор,"Имя Урал происходит от названия Уральских гор. Само слово, по одной из версий, восходит к древнетюркскому «арал» — «остров», «междуречье».",Ура; Урл; Ур; Уралечка; Уралюшка; Уралец; Ураленок; Уралюшечка,,У,4,316,medium,короткое
Тамила,f,tamila,https://n-e-n.ru/imena/imya/tamila/,славянское,«томящая»; по другой версии — от имени Людмила,"Женское имя Тамила славянского происхождения. Оно образовалось от древнерусского глагола «томити», который переводят как «томить», «мучить» или «терзать».",Тамилка; Тама; Мила; Тамилочка; Тамилушка; Тамилонька; Тамильчик; Тамочка,,Т,6,317,medium,
Эмин,m,emin,https://n-e-n.ru/imena/imya/emin/,арабское,"верный, надёжный, честный","Имя Эмин распространено у многих народов — настолько широко, что его корни ищут в праиндоевропейском языке. Оно может звучать и как Амин и означает «верный», «надёжный», «честный», «обстоятельный». Точно такое же значение имя имеет в иврите.",Эм; Эмми; Эмин; Эминчик; Эминушка,,Э,4,317,medium,короткое
Бронислав,m,bronislav,https://n-e-n.ru/imena/imya/bronislav/,славянское,защитник славы,"Звучное, строгое имя Бронислав по своему происхождению является старославянским именем. Любой славянин без труда выделит здесь два корня, в незапамятные времена слившиеся в единое слово. Речь идет о корнях «брон» и «слав», образованных от слов «боронить» и «слава».",Броня; Бронюшка,,Б,9,318,medium,
Хеда,f,kheda,https://n-e-n.ru/imena/imya/kheda/,африканское,"праздник, праздничный день","Имя Хеда имеет африканское происхождение и имеет несколько значений в разных культурах. Одним из наиболее распространенных значений имени Хеда является ""праздник"" или ""праздничный день"".",Хед; Хеди; Хедо; Хеде; Хеду; Хедечка; Хедочка; Хедуля,,Х,4,318,medium,короткое
Медина,f,medina,https://n-e-n.ru/imena/imya/medina/,арабское,город,"«Медина» в современном арабском переводится как «город», также так называют и основную, старинную часть городов в Северной Африке и странах Магриба. Женское имя Медина неразрывно связано с мусульманской святыней, хотя оно и переводится на русский язык простым словом «город», но подразумевается скорее «священный город» или «город пророка». Существует версия, что европейский вариант этого имени произошел от староанглийского мужского имени Маден, которое можно перевести как «счастливчик».",Меда; Мед; Мадди; Мединочка; Мединка; Мединушка,,М,6,319,medium,
Даяна,f,dayana,https://n-e-n.ru/imena/imya/dayana/,латинское,"божественная, путешественница","Даяна — женское имя, о происхождении которого до сих пор спорят. По основной версии, это вариант имени Диана, которое в переводе с латинского означает «божественная».",Дана; Дая; Даянка; Даечка; Дайка; Янка; Даянушка; Даюша,,Д,5,320,medium,короткое
Эдгар,m,edgar,https://n-e-n.ru/imena/imya/edgar/,древнеанглийское,«копьё богатства» — от ead и gar,"Имя Эдгар имеет древнеанглийское происхождение и состоит из двух корней: «эд» — «богатый», «везучий» — и «гар» — «копьё». Полное значение — «богатый воин», «удачливый боец».",Эдик; Гарик,Edgar,Э,5,320,medium,короткое
Махмуд,m,makhmud,https://n-e-n.ru/imena/imya/makhmud/,арабское,прославленный,"У имени Махмуд несколько вариантов перевода: «прославленный», «хвалимый», «посланник света», «несущий свет».",Мах; Махмудик; Махмудушка,,М,6,321,medium,
Эрна,f,erna,https://n-e-n.ru/imena/imya/erna/,германское,"орёл, сильная","История происхождения имени Эрна восходит к древнегерманскому именованию. Это имя имеет корни в слове ""earn"" или ""arn"", что означает ""орёл"" на германском языке. Имя Эрна имеет германское происхождение и имеет несколько значений.",Эр; Эрно; Эра; Эрнс; Эрни; Эрнушка; Эрнусик; Эрнюшенька,,Э,4,321,medium,короткое
Аюб,m,ayub,https://n-e-n.ru/imena/imya/ayub/,исламское,арабская форма имени Иов,"Аюб — арабская форма библейского имени Иов, история которого уходит корнями в древние времена. Встречаются разные варианты написания — Аюб, Айюб, Эюп, — но все они обозначают одно и то же имя.",Аю; Юб; Ая; Яуб; Аюбик; Аюбишка; Аюбчик; Аюбчо,,А,3,322,medium,короткое
Сослан,m,soslan,https://n-e-n.ru/imena/imya/soslan/,древнегреческое,"могучий, сильный","Сослан — имя с древними корнями, тесно связанное с историей и культурой Кавказа. Его носит герой нартского эпоса — богатырь Сослан, поэтому имя часто толкуют как «могучий», «сильный».",Сос; Сосо; Сося; Сосик; Сось; Сослик; Сослиночек; Сосликан,,С,6,323,medium,
Моисей,m,moisei,https://n-e-n.ru/imena/imya/moisei/,еврейское,я взяла его из воды,"Имя Моисей имеет древнееврейское происхождение. По библейскому преданию, дочь фараона нашла младенца в корзине на реке — с этим связывают толкование имени «взятый из воды».",Мойша; Мозес; Моше; Мося; Моня; Моис,,М,6,324,medium,
Закир,m,zakir,https://n-e-n.ru/imena/imya/zakir/,арабское,"вспоминающий, поминающий Бога","Имя Закир имеет арабское происхождение и означает ""вспоминающий"". Оно имеет глубокие религиозные корни и встречается в Коране. Сегодня имя Закир все еще остается одним из самых распространенных имен среди мусульманского населения, и оно носит для них особое значение.",Зак; Зах; Кир; Заки; Зако; Закирочек; Закирюша; Закирчик,,З,5,325,medium,короткое
Ралина,f,ralina,https://n-e-n.ru/imena/imya/ralina/,греческое,"редкое имя, точное значение спорно","Ралина — редкое имя, точное происхождение которого неизвестно. Убедительных исторических источников у него нет, поэтому толкования расходятся.",Рала; Рали; Ралин; Ралина; Ралик; Ралинка; Ралиночка; Ралинуся,,Р,6,325,medium,
Халима,f,khalima,https://n-e-n.ru/imena/imya/khalima/,арабское,"любящая, милосердная, сострадательная","Имя Халима имеет арабское происхождение и широко распространено среди мусульманских народов. Его переводят как «любящая», «милосердная», «сострадательная», а также «терпеливая».",Халим; Хали; Халик; Хал; Хало; Халимочка; Халимуля; Халимушенька,,Х,6,326,medium,
Евангелина,f,evangelina,https://n-e-n.ru/imena/imya/evangelina/,древнегреческое,«добрая весть» — от евангелион,"Если мы посмотрим словарь языка древних греков, то найдём там слово «евангелион», означающее «благая весть», от него произошло мужское имя Евангел, женской формой которого и является Евангелина (в некоторых источниках Евангелика).",Ева; Лина; Геля,Evangeline,Е,10,327,medium,
Гульнур,f,gulnur,https://n-e-n.ru/imena/imya/gulnur/,тюркское,"«свет цветка», «сияющий цветок»","Гульнур — женское имя тюркско-персидского происхождения. Оно состоит из двух частей: «гуль» — «цветок», «роза» — и «нур» — «свет». Поэтому его толкуют как «свет цветка», «сияющая, как цветок».",Гуля; Нур; Гул; Люра; Нурка; Гулюнечка; Гулечка; Гульнюша,,Г,7,328,medium,
Армен,m,armen,https://n-e-n.ru/imena/imya/armen/,армянское,"«армянин, житель Армении»","Есть несколько версий происхождения имени Армен. Некоторые исследователи утверждают, что это имя имеет исключительно армянские корни. Перевод имени Армен несложен, он означает «тот, кто живет в Армении», «мужчина из Армении», «армянин».",Арм; Арменчик,,А,5,329,medium,короткое
Румия,f,rumiya,https://n-e-n.ru/imena/imya/rumiya/,латинское,"византийка, румийка",Женское имя Румия имеет арабское происхождение: так называли жительниц Рума — Византии. Имя много веков передаётся из поколения в поколение у мусульманских народов.,Мия; Румия; Румийка; Румиюшка,,Р,5,329,medium,короткое
Анас,m,anas,https://n-e-n.ru/imena/imya/anas/,арабское,"принёсший благо, пользу","Одно из основных значений имени Анас — «принёсший благо, пользу».",Анс; Ана; Сана; Анса; Сан; Анюша; Анечка; Анеченька,,А,4,330,medium,короткое
Аскер,m,asker,https://n-e-n.ru/imena/imya/asker/,тюркское,"воин, солдат","Имя Аскер связано с тюркским словом «аскер» — «воин», «солдат», восходящим к арабскому «аскар» — «войско». Историю имени также связывают с народами Центральной Азии: тюркский племенной союз, известный как аскилар — «воины», — со временем стал зваться «аскерами».",Аск; Ас; Аш; Аскр; Асе; Асечка; Асеченька; Асюша,,А,5,331,medium,короткое
Изабелла,f,izabella,https://n-e-n.ru/imena/imya/izabella/,испанское,"красавица, посвященная господу","Звучное имя Изабелла имеет испанские корни. Его значение толкуют как «красавица», «прекраснейшая», а в дословном переводе — «посвящённая Господу», «Бог — моя клятва». Существует и теория, что имя произошло от провансальского Isabeu — производной формы имени Елизавета.",Изабеллка; Иза; Белла; Бель; Элла; Изабеллочка; Изабеллонька; Изабеллушка,,И,8,331,medium,
Герасим,m,gerasim,https://n-e-n.ru/imena/imya/gerasim/,древнегреческое,уважаемый,"Мужское имя Герасим древнегреческого происхождения. Имя Герасим произошло от древнегреческого имени Gerasimos, которое в переводе на русский язык означает «уважаемый», «почтенный», «чтимый», «старший». Оно пришло на Русь из Византии вместе с христианством.",Герася; Рася; Гера; Гераня; Геша; Макис; Микес; Микис,,Г,7,333,medium,
Абрам,m,abram,https://n-e-n.ru/imena/imya/abram/,иудейское,отец множества,"Имя Абрам — русская форма древнееврейского имени Аврам, которое переводят как «отец возвышен». В Библии Бог дал Авраму новое имя — Авраам, что означает «отец множества народов».",Абра; Абр; Абря; Абрю; Абру; Абрашка; Абрашенька; Аброша,,А,5,334,medium,короткое
Элиза,f,eliza,https://n-e-n.ru/imena/imya/eliza/,древнееврейское,"западная краткая форма Елизаветы, ставшая самостоятельной","Элиза — женское имя, этимология и значение которого довольно противоречивы. В переводе с древнееврейского имя означает ""мой Бог — клятва"". Однако здесь также все не так просто, ведь существуют и другие версии его происхождения.",Эли; Лиза,Eliza; Elise,Э,5,334,medium,короткое
Раисат,f,raisat,https://n-e-n.ru/imena/imya/raisat/,тюркское,"руководительница, глава","Имя Раисат имеет тюркское происхождение. В переводе оно означает «руководительница», «глава».",Райса; Раиса; Раечка; Раюся,,Р,6,335,medium,
Хайдар,m,khaidar,https://n-e-n.ru/imena/imya/khaidar/,арабское,лев,"Хайдар — имя с корнями сразу в нескольких культурах, и версий его происхождения существует несколько. Чаще всего его переводят как «лев».",Хаю; Дар; Хайд; Хай; Дара; Хаидарик; Хайдарушка; Хайдарушечка,,Х,6,335,medium,
Динислам,m,dinislam,https://n-e-n.ru/imena/imya/dinislam/,тюркское,вера,"Имя Динислам имеет тюркские корни и состоит из двух частей: «дин» — «вера», «религия» — и «ислам» — «покорный Аллаху». Имя означает «мусульманин», «верный последователь ислама»; ударение ставится на «а».",Дин; Ислам; Динисламчик,,Д,8,336,medium,
Закия,f,zakiya,https://n-e-n.ru/imena/imya/zakiya/,арабское,"чистая, добрая","Закия — это женское имя арабского происхождения и имеет несколько значений и толкований. Одно из основных значений этого имени — ""чистая"" или ""добрая"". В арабском языке слово ""Закия"" происходит от корня ЗКЙ, что означает ""очищать"" или ""делать чистым"".",Зак; За; Зкия; Заки; Зя; Закечка; Закуля; Закиночка,,З,5,336,medium,короткое
Назир,m,nazir,https://n-e-n.ru/imena/imya/nazir/,арабское,"предостерегающий, предвещающий","Имя Назир имеет несколько вариантов происхождения и толкования. Одно точно, его корни следует искать на Востоке, в междуречье легендарных рек Тигр и Евфрат. С арабского языка имя Назир (نذير) переводится как «предостерегающий», «предвещающий», «увещевающий».",Наз; Нази; Риз; Назирушка; Назирчик; Назирик,,Н,5,338,medium,короткое
Христина,f,khristina,https://n-e-n.ru/imena/imya/khristina/,древнегреческое,"Христова, посвящённая Христу",Имя носит старинные древнегреческие корни. Произошло оно от слова «Христова» — «посвящённая Христу».,Хрися; Христя; Христинья,,Х,8,338,medium,
Астемир,m,astemir,https://n-e-n.ru/imena/imya/astemir/,тюркское,железный,"Красивое, звучное мужское имя Астемир считается редким и имеет тюркское происхождение. Значение имени Астемир — «железный».",Астер; Темир; Астемирчик; Астемирушка,,А,7,339,medium,
Рахим,m,rakhim,https://n-e-n.ru/imena/imya/rakhim/,арабское,"милостивый, милосердный","Рахим (رحيم) — арабское имя, которое означает «милостивый», «милосердный», «добрый». Это одно из имён-эпитетов в исламской традиции.",Рах; Рахи; Рахимчик; Рахимушка,,Р,5,340,medium,короткое
Аврора,f,avrora,https://n-e-n.ru/imena/imya/avrora/,латинское,имя римской богини утренней зари,"Аврора — имя римской богини утренней зари. В переводе с латинского «aurora» означает «заря», «рассвет».",Ава; Рора,Aurora; Aurore,А,6,341,medium,
Раджаб,m,radzhab,https://n-e-n.ru/imena/imya/radzhab/,восточное,по названию одного из священных месяцев исламского календаря,"Имя Раджаб имеет арабское происхождение: так называется седьмой месяц исламского календаря, один из четырёх священных. Мальчиков, родившихся в этот месяц, традиционно называли этим именем.",Рад; Радж; Ра; Радь; Раь; Радяша; Раденька; Радюшечка,,Р,6,341,medium,
Валерьян,m,valeryan,https://n-e-n.ru/imena/imya/valeryan/,латинское,«из рода Валериев» — вариант имени Валериан,"Валерьян — вариант имени Валериан. Оно связано с древнеримским родом Валериев и восходит к латинскому «valere» — «быть здоровым», «сильным».",Валеря; Леря; Ря; Валера; Лера; Валеряночка; Валеряноченька; Валерянюшка,,В,8,342,medium,
Мелания,f,melaniya,https://n-e-n.ru/imena/imya/melaniya/,древнегреческое,"«тёмная, смуглая» — от мелас","Традиционно считается, что женское имя Мелания имеет греческое происхождение, в дословном переводе означает «темная», «черная».",Меля; Лана,Melanie; Melania,М,7,342,medium,
Флюр,m,flyur,https://n-e-n.ru/imena/imya/flyur/,римское,цветок,"Имя Флюр распространено у татар и башкир. Его связывают с латинским «flos» — «цветок» (тем же корнем, что и в именах Флора и Флоренс), поэтому толкуют как «цветок».",Флю; Флур; Люр; Фл; Лю; Флюречка; Флюрочка; Флюреша,,Ф,4,343,medium,короткое
Рада,f,rada,https://n-e-n.ru/imena/imya/rada/,славянское,«радостная» — древнеславянское имя,"Точной версии происхождения имени Рада неизвестно. Бытует мнение, что это цыганское имя, но это не так, Рада — это древнее славянское имя, означает радость и веселье. Во времена Советского Союза были модны имена-неологизмы, имени Рада дали революционное значение ""РАбочая и ДемокрАтия"".",Радочка; Радуся,Rada,Р,4,344,medium,короткое
Салман,m,salman,https://n-e-n.ru/imena/imya/salman/,арабское,"безупречный, мирный","Имя Салман происходит от арабского корня «салм», что означает «мир», «безопасность»; его переводят как «безупречный». Это имя носил Салман аль-Фарси («Салман из Персии») — один из сподвижников пророка Мухаммеда.",Сал; Салм; Салманчик; Салманюшка; Салманчикин; Салманенок; Салманчонок,,С,6,344,medium,
Абубакр,m,abubakr,https://n-e-n.ru/imena/imya/abubakr/,арабское,"отец верующих, отец верующего","Абубакр — русская запись арабского имени Абу Бакр, которое трактуют как «отец верующих». Имя прославил Абу Бакр ас-Сиддик — ближайший сподвижник пророка Мухаммеда и первый праведный халиф.",Абу; Бакр; Вакр; Буби; Баки; Бакрушка; Бакрюша; Бакрешенька,,А,7,345,medium,
Халида,f,khalida,https://n-e-n.ru/imena/imya/khalida/,арабское,"бессмертная, постоянная","Имя Халида имеет арабское происхождение. Оно переводится как «бессмертная», «постоянная», «вечная».",Хала; Лида; Халидушка; Халидочка; Лидочка,,Х,6,345,medium,
Ахат,m,akhat,https://n-e-n.ru/imena/imya/akhat/,исламское,ограненный,"Имя означает «единство», «единственность». Есть и другое толкование — «огранённый», «шлифованный».",Аха; Ахат; Ахт; Хат; Та; Ахатик; Ахаточек; Ахатушка,,А,4,346,medium,короткое
Белла,f,bella,https://n-e-n.ru/imena/imya/bella/,латинское,«красивая» — от bella; также краткая форма Изабеллы,"Есть несколько версий происхождения имени Белла. По одной из них, оно имеет латинские корни: «bella» означает «красивая». По другой версии, Белла — краткая форма имени Изабелла. Третий вариант — славянское происхождение, но документально он не подтвержден: в древнеславянских источниках такое имя не встречается.",Беллочка,Bella; Belle,Б,5,346,medium,короткое
Фаиль,m,fail,https://n-e-n.ru/imena/imya/fail/,персидское,"победитель, победителем, триумфатором","Фаиль – имя с историческими корнями и богатой культурной значимостью. Происхождение этого имени можно проследить до древней персидской эпохи. Имя Фаиль имеет персидские корни и произошло от средневекового персидского слова ""فایل"" (Fāil), что означает ""победитель"" или ""триумфатор"".",Фил; Файл; Филя; Фаля; Фир; Файлик; Фаюша; Фя,,Ф,5,347,medium,короткое
Ханифа,f,khanifa,https://n-e-n.ru/imena/imya/khanifa/,арабское,верующая в единого Бога,"Ханифа — арабское женское имя. Оно восходит к корню «حَنَفَ» — «отступать», «отходить»; значение имени толкуют как «верующая в единого Бога».",Хани; Ханиш; Ханик; Ханиф; Ханич; Ханифочка; Ханифуля; Ханифулька,,Х,6,347,medium,
Лаврентий,m,lavrentiy,https://n-e-n.ru/imena/imya/lavrentiy/,латинское,«увенчанный лавром» — от Laurentius,"Имя Лаврентий восходит к римскому родовому имени Laurentius — «лаврентский», то есть житель города Лаврента.",Лавруша; Лавря,Lawrence; Lorenzo; Laurent,Л,9,348,medium,
Надия,f,nadiya,https://n-e-n.ru/imena/imya/nadiya/,арабское,"надежда, надежный защитник","Имя Надия происходит от арабского слова «надийя», которое связывают со значениями «нежная», «чистая». В славянских странах Надия воспринимается и как форма имени Надежда.",Надя; Нади; Наденька; Надюшенька; Надюня; Надюся; Надюська; Надечка,,Н,5,348,medium,короткое
Вольдемар,m,voldemar,https://n-e-n.ru/imena/imya/voldemar/,скандинавское,свободная слава,"Имя Вольдемар — вариант имени Вальдемар, распространённого в германских и скандинавских языках. Оно родственно славянскому Владимиру и складывается из корней со значениями «править, владеть» и «слава, известность».",Вадя; Вадим; Ваня; Вася; Волдя; Вольденька; Вольдюшенька; Вольдюша,,В,9,350,medium,
Сария,f,sariya,https://n-e-n.ru/imena/imya/sariya/,арабское,"княгиня, вершина, госпожа","Одно из возможных значений имени — ""княгиня"", ""вершина"" или ""госпожа"".",Сар; Сари; Саря; Сарик; Сарюшка; Сариночка; Сариноченька; Сариночек,,С,5,350,medium,короткое
Параскева,f,paraskeva,https://n-e-n.ru/imena/imya/paraskeva/,славянское,пришедшая в пятницу,"Имя Параскева имеет славянское происхождение и означает ""пришедшая в пятницу"".",Пася; Ска; Пасюша; Кева; Сяся; Парасечка; Парасюлька; Парасеченька,,П,9,351,medium,
Халил,m,khalil,https://n-e-n.ru/imena/imya/khalil/,арабское,"близкий друг, почитать","История имени Халил берёт начало в исламской традиции и связана с пророком Ибрагимом (Ибрахимом). «Халил» по-арабски означает «близкий друг», «любимец» — по преданию, так пророка назвал Аллах.",Хал; Хали; Хало; Халик; Халечка; Халилочка,,Х,5,351,medium,короткое
Венер,m,vener,https://n-e-n.ru/imena/imya/vener/,латинское,"по имени Венеры, римской богини любви и красоты",Имя Венер имеет латинское происхождение и связано с богиней любви и красоты в римской мифологии.,Вен; Вера; Нера; Рен; Нев; Венечка; Венеченька; Венечок,,В,5,353,medium,короткое
Нафиса,f,nafisa,https://n-e-n.ru/imena/imya/nafisa/,тюркское,"ценная, изящная","Имя Нафиса имеет арабские корни, но давно вошло в обиход тюркских народов — у татар оно воспринимается как своё. Его связывают со значениями «ценная», «изящная», «утончённая».",Нафа; Фиса; Нафия; Фафа; Фуся; Нафисочка; Нафочка; Фисонька,,Н,6,353,medium,
Адиля,f,adilya,https://n-e-n.ru/imena/imya/adilya/,арабское,"справедливая, честная","Имя Адиля имеет арабские корни и означает «справедливая», «честная». В азербайджанском языке ему также приписывают значение «любимая».",Ада; Ади; Адя; Адилечка,,А,5,354,medium,короткое
Лилиана,f,liliana,https://n-e-n.ru/imena/imya/liliana/,греческое,"цветок белой лилии, цветущая","У имени Лилиана несколько версий происхождения. По одной, оно образовано от латинского lilium — «цветок белой лилии». По другой, имя имеет греческие корни и переводится как «цветущая».",Лиана; Лилия; Лина; Яна; Аня; Лили; Лилли; Лилианка,,Л,7,356,medium,
